Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text
678,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,Neutral,05-09-2023 12:30, CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27,52, Canada,2023,9,5,12,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway 
679,683,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,Positive,06-09-2023 16:45, MovieMarathonHostHighSchool , Facebook , #MovieNight #HighSchoolMemories ,22,43, UK,2023,9,6,16,organizing a movie marathon with friends popcorn and cinematic adventures await 
680,684,Experimenting with a new hair color. A bold change for a bold semester! ,Neutral,07-09-2023 18:20, HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20,39, USA,2023,9,7,18,experimenting with a new hair color a bold change for a bold semester 
681,685,Building a time capsule to capture memories for the future. Time-traveling emotions! ,Neutral,08-09-2023 14:15, TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26,48, Canada,2023,9,8,14,building a time capsule to capture memories for the future timetraveling emotions 
682,686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,Negative,09-09-2023 17:30, ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16,32, USA,2023,9,9,17,accidentally walked into the wrong classroom on the first day classroom mixup awkward start 
683,687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,Positive,10-09-2023 20:45, SmoothieConnoisseurHighSchool , Instagram , #HealthyLiving #HighSchoolWellness ,23,42, UK,2023,9,10,20,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up 
684,688,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,Negative,11-09-2023 15:45, OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15,28, USA,2023,9,11,15,reflecting on the challenges of the school year feeling a bit overwhelmed with assignments 
685,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,Negative,12-09-2023 12:30, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18,36, Canada,2023,9,12,12,encountered some meanspirited comments online dealing with online hate is never easy 
686,690,Had a bad day at school. Everything seems to be going wrong. ,Negative,13-09-2023 16:45, ToughDayHighSchool , Facebook , #BadDay #HighSchoolBlues ,20,40, UK,2023,9,13,16,had a bad day at school everything seems to be going wrong 
687,691,Feeling down after not making the sports team. Disappointment lingers. ,Negative,14-09-2023 18:20, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17,34, USA,2023,9,14,18,feeling down after not making the sports team disappointment lingers 
688,692,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Negative,15-09-2023 14:15, CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21,41, Canada,2023,9,15,14,witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch 
689,693,Received a not-so-great grade on a major project. Academic frustration setting in. ,Negative,16-09-2023 17:30, ProjectGradeDisappointmentHighSchool , Facebook , #AcademicFrustration #HighSchoolStress ,19,38, UK,2023,9,16,17,received a notsogreat grade on a major project academic frustration setting in 
690,694,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,Negative,17-09-2023 20:45, PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22,44, USA,2023,9,17,20,dealing with a personal setback sometimes life throws unexpected challenges 
691,695,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Negative,18-09-2023 22:00, LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16,31, Canada,2023,9,18,22,feeling lonely on a saturday night sometimes solitude hits harder than expected 
692,696,Experiencing cyberbullying. Hateful messages online are disheartening. ,Negative,19-09-2023 15:15, CyberbullyingVictimHighSchool , Facebook , #StopCyberbullying #HighSchoolReality ,14,27, UK,2023,9,19,15,experiencing cyberbullying hateful messages online are disheartening 
693,697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Negative,20-09-2023 12:30, RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18,35, USA,2023,9,20,12,caught in a torrential rainstorm without an umbrella todays weather is just bad luck 
694,698,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Negative,21-09-2023 16:45, MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20,39, Canada,2023,9,21,16,missing an important event due to unforeseen circumstances a day filled with sadness 
695,699,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Negative,22-09-2023 18:20, RumorVictimHighSchool , Facebook , #RumorMills #HighSchoolDrama ,23,46, UK,2023,9,22,18,dealing with unfounded rumors circulating about personal life rumors can be hurtful 
696,700,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,Negative,23-09-2023 14:15, FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25,50, USA,2023,9,23,14,got a flat tire on the way to an important meeting talk about a series of bad events 
697,701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,Negative,24-09-2023 17:30, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21,42, Canada,2023,9,24,17,feeling a sense of emptiness after a close friend moves away farewells are always sad 
698,702,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,Neutral,25-09-2023 20:45, CollegeRejectionHighSchool , Facebook , #CollegeDreams #HighSchoolJourney ,19,37, UK,2023,9,25,20,facing rejection from a dream college disheartened but determined to explore other paths 
699,703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,Negative,26-09-2023 14:15, GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16,32, USA,2023,9,26,14,encountering online toxicity during a gaming session hateful comments can ruin the fun 
700,704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,Negative,27-09-2023 17:30, BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18,36, Canada,2023,9,27,17,having a bad hair day and feeling selfconscious bad hair days can affect confidence 
701,705,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,Negative,28-09-2023 22:00, ProjectFailureDespairHighSchool , Facebook , #ProjectStruggles #HighSchoolHardships ,21,41, UK,2023,9,28,22,feeling a sense of despair after a major project failure hard work didnt pay off this time 
702,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,Negative,29-09-2023 15:45, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24,48, USA,2023,9,29,15,experiencing hate comments for expressing personal opinions online negativity prevails 
703,707,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,Negative,30-09-2023 18:20, TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22,43, Canada,2023,9,30,18,having a string of bad luck with constant technology malfunctions tech troubles galore 
704,708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Negative,01-10-2023 14:15, MissedEventBluesHighSchool , Facebook , #MissedMoments #HighSchoolRegret ,20,39, UK,2023,10,1,14,missing out on a longanticipated event due to unexpected circumstances a day filled with sadness 
705,709,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,Neutral,02-10-2023 16:45, StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23,42, USA,2023,10,2,16,trying out a new study technique for upcoming exams exploring different learning strategies 
706,710,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,Positive,03-10-2023 12:30, CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26,50, Canada,2023,10,3,12,organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness 
707,711,Sharing favorite book recommendations with classmates. Building a mini book club. ,Positive,04-10-2023 18:20, BookRecommendationsHighSchool , Facebook , #BookClub #HighSchoolReads ,19,38, UK,2023,10,4,18,sharing favorite book recommendations with classmates building a mini book club 
708,712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,Neutral,05-10-2023 14:15, BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21,43, USA,2023,10,5,14,experimenting with a new recipe for a school bake sale baking adventures in the kitchen 
709,713,Collaborating on a school project with peers. Teamwork makes the dream work. ,Positive,06-10-2023 17:30, SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18,36, Canada,2023,10,6,17,collaborating on a school project with peers teamwork makes the dream work 
710,714,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Neutral,07-10-2023 20:45, ExtracurricularExplorationHighSchool , Instagram , #SchoolClubs #HighSchoolInterests ,22,45, UK,2023,10,7,20,attending a school club meeting to explore new interests dabbling in extracurricular activities 
711,715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,Positive,08-10-2023 15:15, PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24,48, USA,2023,10,8,15,exploring a new parttime job opportunity for gaining work experience career development in progress 
712,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,Neutral,09-10-2023 22:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20,40, Canada,2023,10,9,22,attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities 
713,717,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,Positive,10-10-2023 14:15, PhotographyHobbyHighSchool , Instagram , #PhotographyJourney #HighSchoolHobbies ,25,49, UK,2023,10,10,14,exploring a new hobby of photography during free time capturing moments through a lens 
714,718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,Positive,11-10-2023 16:45, ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19,37, USA,2023,10,11,16,participating in a science fair to showcase a unique experiment sharing knowledge with peers 
715,719,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,Neutral,12-10-2023 18:20, TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23,44, Canada,2023,10,12,18,attending a workshop on time management to enhance organizational skills striving for efficiency 
716,720,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,Positive,13-10-2023 12:30, CharityEventVolunteerHighSchool , Instagram , #CommunityService #HighSchoolVolunteer ,20,39, UK,2023,10,13,12,volunteering at a local charity event to give back to the community contributing to social causes 
717,721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,Positive,14-10-2023 17:30, GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18,35, USA,2023,10,14,17,collaborating on a group project to promote teamwork and shared responsibilities group effort in action 
718,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,Positive,15-10-2023 20:45, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22,43, Canada,2023,10,15,20,participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress 
719,723,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,Positive,16-10-2023 15:45, BirthdaySurpriseHighSchool , Instagram , #SurpriseParty #HighSchoolCelebration ,27,52, UK,2023,10,16,15,celebrating a friends birthday with a surprise party joyful moments and laughter all around 
